"spende","datum"
500,2017-07-10
100,2017-07-10
200,2017-07-10
50,2017-07-10
100,2017-07-10
20,2017-07-10
100,2017-07-10
100,2017-07-10
100,2017-07-10
20,2017-07-10
25,2017-07-10
20,2017-07-10
20,2017-07-10
100,2017-07-10
100,2017-07-10
50,2017-07-10
50,2017-07-10
30,2017-07-10
10,2017-07-10
100,2017-07-10
100,2017-07-10
20,2017-07-10
20,2017-07-10
10,2017-07-10
10,2017-07-10
20,2017-07-10
1010,2017-07-10
50,2017-07-10
100,2017-07-09
20,2017-07-09
10,2017-07-09
500,2017-07-09
100,2017-07-09
50,2017-07-09
10,2017-07-09
50,2017-07-09
100,2017-07-09
50,2017-07-09
10,2017-07-09
500,2017-07-09
100,2017-07-09
500,2017-07-09
50,2017-07-09
100,2017-07-09
100,2017-07-09
20,2017-07-09
20,2017-07-09
10,2017-07-09
100,2017-07-09
100,2017-07-09
20,2017-07-09
20,2017-07-09
20,2017-07-09
50,2017-07-09
200,2017-07-09
20,2017-07-09
100,2017-07-09
100,2017-07-09
500,2017-07-09
100,2017-07-09
50,2017-07-09
50,2017-07-09
50,2017-07-09
100,2017-07-09
50,2017-07-09
10,2017-07-09
20,2017-07-09
99,2017-07-09
20,2017-07-09
50,2017-07-09
50,2017-07-09
100,2017-07-09
10,2017-07-09
50,2017-07-09
50,2017-07-09
50,2017-07-09
100,2017-07-09
100,2017-07-09
100,2017-07-09
20,2017-07-09
10,2017-07-09
150,2017-07-08
20,2017-07-08
100,2017-07-08
100,2017-07-08
100,2017-07-08
1000,2017-07-08
50,2017-07-08
50,2017-07-08
100,2017-07-08
50,2017-07-08
20,2017-07-08
10,2017-07-08
100,2017-07-08
20,2017-07-08
100,2017-07-08
20,2017-07-08
50,2017-07-08
50,2017-07-08
100,2017-07-08
50,2017-07-08
20,2017-07-08
500,2017-07-08
100,2017-07-08
20,2017-07-08
1000,2017-07-08
100,2017-07-08
50,2017-07-08
50,2017-07-08
50,2017-07-08
50,2017-07-08
20,2017-07-08
20,2017-07-08
500,2017-07-08
20,2017-07-08
20,2017-07-08
20,2017-07-08
50,2017-07-08
50,2017-07-08
20,2017-07-08
98,2017-07-08
50,2017-07-08
100,2017-07-08
20,2017-07-08
100,2017-07-08
100,2017-07-08
50,2017-07-08
20,2017-07-08
10,2017-07-08
50,2017-07-08
50,2017-07-08
20,2017-07-08
10,2017-07-08
20,2017-07-08
50,2017-07-08
200,2017-07-08
10,2017-07-08
50,2017-07-08
10,2017-07-08
10,2017-07-08
1000,2017-07-08
20,2017-07-08
100,2017-07-08
300,2017-07-08
1000,2017-07-08
100,2017-07-08
10,2017-07-08
50,2017-07-08
50,2017-07-08
100,2017-07-08
100,2017-07-08
10,2017-07-08
20,2017-07-08
250,2017-07-08
100,2017-07-08
100,2017-07-08
50,2017-07-08
500,2017-07-08
17,2017-07-08
50,2017-07-08
100,2017-07-08
50,2017-07-08
20,2017-07-08
100,2017-07-08
50,2017-07-08
100,2017-07-08
100,2017-07-08
20,2017-07-08
20,2017-07-08
20,2017-07-08
10,2017-07-08
50,2017-07-08
500,2017-07-07
10,2017-07-07
10,2017-07-07
50,2017-07-07
50,2017-07-07
500,2017-07-07
10,2017-07-07
5,2017-07-07
100,2017-07-07
500,2017-07-07
50,2017-07-07
100,2017-07-07
50,2017-07-07
50,2017-07-07
100,2017-07-07
20,2017-07-07
50,2017-07-07
100,2017-07-07
50,2017-07-07
20,2017-07-07
100,2017-07-07
20,2017-07-07
10,2017-07-07
100,2017-07-07
20,2017-07-07
50,2017-07-07
50,2017-07-07
10,2017-07-07
20,2017-07-07
50,2017-07-07
100,2017-07-07
50,2017-07-07
10,2017-07-07
100,2017-07-07
20,2017-07-07
50,2017-07-07
75,2017-07-07
20,2017-07-07
100,2017-07-07
20,2017-07-07
100,2017-07-07
100,2017-07-07
20,2017-07-07
10,2017-07-07
150,2017-07-07
1000,2017-07-07
100,2017-07-07
10,2017-07-07
20,2017-07-07
100,2017-07-07
100,2017-07-07
100,2017-07-07
100,2017-07-07
30,2017-07-07
100,2017-07-07
100,2017-07-07
10,2017-07-07
100,2017-07-07
50,2017-07-07
100,2017-07-07
100,2017-07-07
100,2017-07-07
10,2017-07-07
50,2017-07-07
10,2017-07-07
50,2017-07-07
20,2017-07-07
100,2017-07-07
50,2017-07-07
50,2017-07-07
50,2017-07-07
50,2017-07-07
100,2017-07-07
500,2017-07-07
100,2017-07-07
50,2017-07-07
20,2017-07-07
100,2017-07-07
50,2017-07-07
1000,2017-07-07
10,2017-07-07
100,2017-07-07
40,2017-07-07
50,2017-07-07
50,2017-07-07
50,2017-07-07
20,2017-07-07
500,2017-07-07
100,2017-07-07
20,2017-07-07
20,2017-07-07
10,2017-07-07
50,2017-07-07
500,2017-07-07
50,2017-07-07
100,2017-07-07
100,2017-07-07
100,2017-07-07
50,2017-07-07
100,2017-07-07
100,2017-07-07
20,2017-07-07
50,2017-07-07
100,2017-07-07
20,2017-07-07
30,2017-07-07
15,2017-07-07
100,2017-07-07
20,2017-07-07
50,2017-07-07
50,2017-07-07
100,2017-07-07
50,2017-07-07
10,2017-07-07
20,2017-07-07
100,2017-07-07
100,2017-07-07
10,2017-07-07
300,2017-07-07
50,2017-07-07
100,2017-07-07
250,2017-07-07
20,2017-07-07
20,2017-07-07
100,2017-07-07
100,2017-07-07
500,2017-07-07
100,2017-07-06
10,2017-07-06
50,2017-07-06
50,2017-07-06
1000,2017-07-06
100,2017-07-06
10,2017-07-06
50,2017-07-06
100,2017-07-06
50,2017-07-06
100,2017-07-06
55,2017-07-06
50,2017-07-06
100,2017-07-06
20,2017-07-06
20,2017-07-05
500,2017-07-05
100,2017-07-05
100,2017-07-05
300,2017-07-05
50,2017-07-05
300,2017-07-05
20,2017-07-05
50,2017-07-05
20,2017-07-05
300,2017-07-05
250,2017-07-05
100,2017-07-05
10,2017-07-05
10,2017-07-05
10,2017-07-05
20,2017-07-05
100,2017-07-05
100,2017-07-05
100,2017-07-05
100,2017-07-05
1000,2017-07-05
50,2017-07-05
10,2017-07-05
10,2017-07-05
50,2017-07-05
100,2017-07-05
10,2017-07-05
50,2017-07-05
100,2017-07-05
1000,2017-07-05
50,2017-07-05
50,2017-07-05
50,2017-07-05
500,2017-07-05
50,2017-07-04
50,2017-07-04
50,2017-07-04
500,2017-07-04
1000,2017-07-04
10,2017-07-04
100,2017-07-04
10,2017-07-04
30,2017-07-04
100,2017-07-04
100,2017-07-04
20,2017-07-04
20,2017-07-04
100,2017-07-04
100,2017-07-04
100,2017-07-04
50,2017-07-04
100,2017-07-04
10,2017-07-04
100,2017-07-04
50,2017-07-04
10,2017-07-04
500,2017-07-04
500,2017-07-04
100,2017-07-04
50,2017-07-04
150,2017-07-04
20,2017-07-04
100,2017-07-04
50,2017-07-04
50,2017-07-04
20,2017-07-04
10,2017-07-04
20,2017-07-04
20,2017-07-04
100,2017-07-04
100,2017-07-04
200,2017-07-04
50,2017-07-04
150,2017-07-04
10,2017-07-04
500,2017-07-04
500,2017-07-04
20,2017-07-04
20,2017-07-04
10,2017-07-04
50,2017-07-04
10,2017-07-04
100,2017-07-04
10,2017-07-04
50,2017-07-04
50,2017-07-04
100,2017-07-04
50,2017-07-04
50,2017-07-04
10,2017-07-04
100,2017-07-04
20,2017-07-04
50,2017-07-04
100,2017-07-04
100,2017-07-04
500,2017-07-04
500,2017-07-04
250,2017-07-04
500,2017-07-03
10,2017-07-03
125,2017-07-03
100,2017-07-03
50,2017-07-03
1000,2017-07-03
100,2017-07-03
10,2017-07-03
100,2017-07-03
50,2017-07-03
50,2017-07-03
475,2017-07-03
50,2017-07-03
20,2017-07-03
500,2017-07-03
1000,2017-07-03
10,2017-07-03
10,2017-07-03
50,2017-07-03
10,2017-07-03
50,2017-07-03
50,2017-07-03
20,2017-07-03
20,2017-07-03
100,2017-07-03
10,2017-07-03
10,2017-07-03
50,2017-07-03
100,2017-07-03
20,2017-07-03
10,2017-07-03
50,2017-07-03
20,2017-07-03
55,2017-07-03
10,2017-07-03
50,2017-07-03
50,2017-07-03
10,2017-07-03
10,2017-07-03
50,2017-07-03
50,2017-07-03
50,2017-07-03
20,2017-07-03
20,2017-07-03
10,2017-07-03
50,2017-07-03
20,2017-07-03
50,2017-07-02
100,2017-06-25
15,2017-06-23
34,2017-06-22
500,2017-06-22
5,2017-06-21
